year,student_level,grid_id,grid_lon,grid_lat,school_lon,school_lat,school_code3,school_size,affiliation,amphor,tambon,province,risk_index_df5,ach_score,hard_to_reach,location,electric_type_use,water_type,internet_type
2017,p6,grid_1459,100.576683,13.844405,100.4948822,13.7599148,1010720019,M,สพป.กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,กรุงเทพมหานคร,0.6457729987467504,0.12431946028905835,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.4948822,13.7599148,1010720019,M,สพป.กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,กรุงเทพมหานคร,0.8052507198429549,-0.5666059751489276,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.4948822,13.7599148,1010720019,M,สพป.กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,กรุงเทพมหานคร,0.7706881841281952,-0.3605286596292968,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.4948822,13.7599148,1010720019,S,สพป.กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,กรุงเทพมหานคร,0.8451142487391755,-0.7498802336501147,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.4948822,13.7599148,1010720019,S,สพป.กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,กรุงเทพมหานคร,0.24387777640114944,-0.19190354044946306,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1459,100.576683,13.844405,100.5055673,13.7575591,1010720007,M,สพป.กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,กรุงเทพมหานคร,0.35883677844147055,1.0577138187145714,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.5055673,13.7575591,1010720007,M,สพป.กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,กรุงเทพมหานคร,0.18376110179824304,1.749435576616356,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.5055673,13.7575591,1010720007,M,สพป.กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,กรุงเทพมหานคร,0.175888975683051,1.8319072655964135,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.5055673,13.7575591,1010720007,M,สพป.กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,กรุงเทพมหานคร,0.3470207552260043,1.1043282638361662,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.5055673,13.7575591,1010720007,M,สพป.กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,กรุงเทพมหานคร,0.05152348768307315,1.2979168254708398,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1459,100.576683,13.844405,100.4909542,13.7475278,1010720023,M,สพป.กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,กรุงเทพมหานคร,0.10234261457938837,2.3464694137320192,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.4909542,13.7475278,1010720023,M,สพป.กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,กรุงเทพมหานคร,0.08086008965094073,2.5294932314617964,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.4909542,13.7475278,1010720023,M,สพป.กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,กรุงเทพมหานคร,0.08660520887646936,2.5047961754638153,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.4909542,13.7475278,1010720023,M,สพป.กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,กรุงเทพมหานคร,0.14691477338831,2.0100038442901442,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.4909542,13.7475278,1010720023,M,สพป.กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,กรุงเทพมหานคร,0.06338487940972898,1.1042632632827099,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1459,100.576683,13.844405,100.5083109,13.7717488,1010720003,XL,สพป.กรุงเทพมหานคร,เขตดุสิต,ดุสิต,กรุงเทพมหานคร,0.09047614530503689,2.4614762130998846,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.5083109,13.7717488,1010720003,XL,สพป.กรุงเทพมหานคร,เขตดุสิต,ดุสิต,กรุงเทพมหานคร,0.07467341116907585,2.6035049884725026,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.5083109,13.7717488,1010720003,XL,สพป.กรุงเทพมหานคร,เขตดุสิต,ดุสิต,กรุงเทพมหานคร,0.07476514989887396,2.641521362889015,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.5083109,13.7717488,1010720003,XL,สพป.กรุงเทพมหานคร,เขตดุสิต,ดุสิต,กรุงเทพมหานคร,0.19545439259663677,1.7299864270555971,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.5083109,13.7717488,1010720003,XL,สพป.กรุงเทพมหานคร,เขตดุสิต,ดุสิต,กรุงเทพมหานคร,0.053321364459095286,1.2657599764425398,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1459,100.576683,13.844405,100.5127131,13.745355,1010720016,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,0.04114069182071651,3.198552765804418,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.5127131,13.745355,1010720016,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,0.03264705409802518,3.383288249393244,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.5127131,13.745355,1010720016,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,0.059879972130809034,2.8482262559092897,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.5127131,13.745355,1010720016,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,0.08616946237913502,2.5124909717367028,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.5127131,13.745355,1010720016,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,0.026599124773601098,1.9309443108960807,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1459,100.576683,13.844405,100.5112368,13.7612812,1010720005,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,กรุงเทพมหานคร,0.2564022725739684,1.442972916189947,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.5112368,13.7612812,1010720005,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,กรุงเทพมหานคร,0.161146392903101,1.8784488347046662,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.5112368,13.7612812,1010720005,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,กรุงเทพมหานคร,0.4614074994443794,0.7237013965024544,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.5112368,13.7612812,1010720005,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,กรุงเทพมหานคร,0.4963366592203379,0.6161520532303498,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.5112368,13.7612812,1010720005,M,สพป.กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,กรุงเทพมหานคร,0.15721322615898498,0.25068087548936174,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1420,100.576683,13.624599,100.5526582,13.7126787,1010720035,M,สพป.กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,0.7520629140794971,0.35706558876140115,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1420,100.576683,13.624599,100.5526582,13.7126787,1010720035,M,สพป.กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,0.15248196581793202,0.017068165444838912,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1420,100.576683,13.624599,100.5526582,13.7126787,1010720035,M,สพป.กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,0.7302777192782159,0.06947795745122853,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1420,100.576683,13.624599,100.5526582,13.7126787,1010720035,M,สพป.กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,0.15473435730664334,0.5459800668755066,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1420,100.576683,13.624599,100.5526582,13.7126787,1010720035,M,สพป.กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,0.3023002945084975,0.03249318066084038,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1420,100.576683,13.624599,100.5405162,13.6724947,1010720037,S,สพป.กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,กรุงเทพมหานคร,0.4581814337982067,1.3693465589164153,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1420,100.576683,13.624599,100.5405162,13.6724947,1010720037,S,สพป.กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,กรุงเทพมหานคร,0.0573768687805632,0.9339995916866197,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1420,100.576683,13.624599,100.5405162,13.6724947,1010720037,S,สพป.กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,กรุงเทพมหานคร,0.42590900347163213,1.0943471408875103,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1420,100.576683,13.624599,100.5405162,13.6724947,1010720037,S,สพป.กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,กรุงเทพมหานคร,0.19855731973389898,0.30012514737653107,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1420,100.576683,13.624599,100.5405162,13.6724947,1010720037,S,สพป.กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,กรุงเทพมหานคร,0.25843489963733157,0.20609694800788197,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1459,100.576683,13.844405,100.514316,13.7382507,1010720018,M,สพป.กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย,กรุงเทพมหานคร,0.5981835923858634,0.2846883647054966,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.514316,13.7382507,1010720018,M,สพป.กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย,กรุงเทพมหานคร,0.8091429539324206,-0.5868317476987374,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.514316,13.7382507,1010720018,M,สพป.กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย,กรุงเทพมหานคร,0.46476329418468193,0.713044174710725,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1420,100.576683,13.624599,100.5300459,13.7142666,1010720032,L,สพป.กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,กรุงเทพมหานคร,0.3497627614682056,1.7271421152442366,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,ประปาโรงเรียน,มี internet แต่มีข้อจำกัด
2018,p6,grid_1420,100.576683,13.624599,100.5300459,13.7142666,1010720032,M,สพป.กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,กรุงเทพมหานคร,0.021567402084274195,1.8757807400053552,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,ประปาโรงเรียน,มี internet แต่มีข้อจำกัด
2019,p6,grid_1420,100.576683,13.624599,100.5300459,13.7142666,1010720032,M,สพป.กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,กรุงเทพมหานคร,0.23273581704072044,1.8052245496629609,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,ประปาโรงเรียน,มี internet แต่มีข้อจำกัด
2020,p6,grid_1420,100.576683,13.624599,100.5300459,13.7142666,1010720032,M,สพป.กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,กรุงเทพมหานคร,0.03254548585491635,2.014439858253649,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,ประปาโรงเรียน,มี internet แต่มีข้อจำกัด
2021,p6,grid_1420,100.576683,13.624599,100.5300459,13.7142666,1010720032,M,สพป.กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,กรุงเทพมหานคร,0.0979405585907112,1.1591758400353982,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,ประปาโรงเรียน,มี internet แต่มีข้อจำกัด
2017,p6,grid_1459,100.576683,13.844405,100.5288767,13.8163446,1010720022,M,สพป.กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,กรุงเทพมหานคร,0.5714293581815686,0.3718042371509747,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.5288767,13.8163446,1010720022,M,สพป.กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,กรุงเทพมหานคร,0.5020025046184353,0.5561022256321675,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.5288767,13.8163446,1010720022,M,สพป.กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,กรุงเทพมหานคร,0.6045074156390235,0.2664334272248879,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.5288767,13.8163446,1010720022,M,สพป.กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,กรุงเทพมหานคร,0.7516330498027647,-0.27347900218333293,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.5288767,13.8163446,1010720022,M,สพป.กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,กรุงเทพมหานคร,0.07949733615707273,0.8935356663127904,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1420,100.576683,13.624599,100.5654296,13.7278909,1010720036,L,สพป.กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,กรุงเทพมหานคร,0.5628445242490464,1.0374276676974754,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1420,100.576683,13.624599,100.5654296,13.7278909,1010720036,L,สพป.กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,กรุงเทพมหานคร,0.09064177897792532,0.508279857890302,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1420,100.576683,13.624599,100.5654296,13.7278909,1010720036,L,สพป.กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,กรุงเทพมหานคร,0.5203298152759499,0.7943469812321826,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1420,100.576683,13.624599,100.5654296,13.7278909,1010720036,L,สพป.กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,กรุงเทพมหานคร,0.17764415834523575,0.4110984816421268,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1420,100.576683,13.624599,100.5654296,13.7278909,1010720036,L,สพป.กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,กรุงเทพมหานคร,0.11690772961619926,0.9932378477026189,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1420,100.576683,13.624599,100.5833068,13.7186824,1010720033,M,สพป.กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,กรุงเทพมหานคร,0.5771810958344039,0.9912097028452396,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1420,100.576683,13.624599,100.5833068,13.7186824,1010720033,M,สพป.กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,กรุงเทพมหานคร,0.06978693742555257,0.7515053998617378,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1420,100.576683,13.624599,100.5833068,13.7186824,1010720033,M,สพป.กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,กรุงเทพมหานคร,0.6123298356743476,0.4974568319328097,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1420,100.576683,13.624599,100.5833068,13.7186824,1010720033,M,สพป.กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,กรุงเทพมหานคร,0.1783657704958784,0.4070949160906423,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1420,100.576683,13.624599,100.5833068,13.7186824,1010720033,M,สพป.กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,กรุงเทพมหานคร,0.13443437164167676,0.8609626486048478,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1459,100.576683,13.844405,100.5294855,13.7598688,1010720001,L,สพป.กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,0.08688907378821716,2.4991439725576017,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2018,p6,grid_1459,100.576683,13.844405,100.5294855,13.7598688,1010720001,L,สพป.กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,0.05509848024790571,2.886827242345441,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2019,p6,grid_1459,100.576683,13.844405,100.5294855,13.7598688,1010720001,L,สพป.กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,0.04584590156012431,3.0986747904553043,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2020,p6,grid_1459,100.576683,13.844405,100.5294855,13.7598688,1010720001,L,สพป.กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,0.09050306192685066,2.4668059585504554,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2021,p6,grid_1459,100.576683,13.844405,100.5294855,13.7598688,1010720001,L,สพป.กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,กรุงเทพมหานคร,0.032840057873236246,1.7258375702292366,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
2017,p6,grid_1420,100.576683,13.624599,100.593176,13.7206123,1010720012,L,สพป.กรุงเทพมหานคร,เขตวัฒนา,พระโขนงเหนือ,กรุงเทพมหานคร,0.12119477613450097,2.825643954705095,ไม่ยุ่งยาก,URBAN,ไฟฟ้าจากหน่วยงานรัฐ,การประปานครหลวง/ส่วนภูมิภาค,มีการเชื่อมต่อ internet คุณภาพสูง
