"student_id","student_level","score_value","attribute"
"student22","มัธยมศึกษาปีที่ 6",0.7797515873015873,"มีสติปัญญาความรู้"
"student22","มัธยมศึกษาปีที่ 6",0.9162,"รู้จักตรากตรำ"
"student22","มัธยมศึกษาปีที่ 6",0.7047603174603176,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student22","มัธยมศึกษาปีที่ 6",0.8874293650793652,"ไม่สำรวยหยิบโหย่ง"
"student44","มัธยมศึกษาปีที่ 6",0.809461111111111,"ไม่เหยียดหยาม"
"student44","มัธยมศึกษาปีที่ 6",0.8814966777111439,"มีระเบียบ"
"student44","มัธยมศึกษาปีที่ 6",-0.7394650793650794,"เป็นผู้รับใช้และใช้คน"
"student44","มัธยมศึกษาปีที่ 6",0.7526174603174604,"เป็นผู้กล้าหาญ"
"student44","มัธยมศึกษาปีที่ 6",-0.0513407647907651,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student44","มัธยมศึกษาปีที่ 6",-0.923669841269841,"รู้จักรักษาหมู่รักษาคณะ"
"student44","มัธยมศึกษาปีที่ 6",-0.8967825396825398,"มีสติปัญญาความรู้"
"student44","มัธยมศึกษาปีที่ 6",0.7084015873015874,"รู้จักตรากตรำ"
"student44","มัธยมศึกษาปีที่ 6",-0.6705111111111113,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student44","มัธยมศึกษาปีที่ 6",-0.6477507936507936,"ไม่สำรวยหยิบโหย่ง"
"student38","มัธยมศึกษาปีที่ 6",0.49603174603174655,"ศีลธรรม"
"student38","มัธยมศึกษาปีที่ 6",0.897923015873016,"ไม่เหยียดหยาม"
"student38","มัธยมศึกษาปีที่ 6",0.7098380952380952,"มีระเบียบ"
"student38","มัธยมศึกษาปีที่ 6",-0.4842317460317463,"เป็นผู้รับใช้และใช้คน"
"student38","มัธยมศึกษาปีที่ 6",0.9444,"เป็นผู้กล้าหาญ"
"student38","มัธยมศึกษาปีที่ 6",0.876606349206349,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student38","มัธยมศึกษาปีที่ 6",0.8911984126984127,"รู้จักรักษาหมู่รักษาคณะ"
"student38","มัธยมศึกษาปีที่ 6",0.7606420634920634,"มีสติปัญญาความรู้"
"student38","มัธยมศึกษาปีที่ 6",0.9270555555555556,"รู้จักตรากตรำ"
"student38","มัธยมศึกษาปีที่ 6",0.8891190476190476,"ไม่สำรวยหยิบโหย่ง"
"student41","มัธยมศึกษาปีที่ 6",1,"ศีลธรรม"
"student41","มัธยมศึกษาปีที่ 6",0.9446380952380952,"ไม่เหยียดหยาม"
"student41","มัธยมศึกษาปีที่ 6",0.9163047619047616,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student41","มัธยมศึกษาปีที่ 6",0.8844031746031745,"มีระเบียบ"
"student41","มัธยมศึกษาปีที่ 6",0.9770222222222223,"เป็นผู้รับใช้และใช้คน"
"student41","มัธยมศึกษาปีที่ 6",-0.7249396825396829,"เป็นผู้กล้าหาญ"
"student41","มัธยมศึกษาปีที่ 6",0.744552380952381,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student41","มัธยมศึกษาปีที่ 6",0.8097000000000001,"รู้จักรักษาหมู่รักษาคณะ"
"student41","มัธยมศึกษาปีที่ 6",0.939020634920635,"มีสติปัญญาความรู้"
"student41","มัธยมศึกษาปีที่ 6",0.9579055555555556,"รู้จักตรากตรำ"
"student41","มัธยมศึกษาปีที่ 6",0.9334666666666666,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student41","มัธยมศึกษาปีที่ 6",0.8462333333333335,"ไม่สำรวยหยิบโหย่ง"
"student6","มัธยมศึกษาปีที่ 5",1,"ศีลธรรม"
"student6","มัธยมศึกษาปีที่ 5",-0.7076555555555555,"ไม่เหยียดหยาม"
"student6","มัธยมศึกษาปีที่ 5",-0.8143126984126983,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student6","มัธยมศึกษาปีที่ 5",-0.6500095238095238,"มีระเบียบ"
"student6","มัธยมศึกษาปีที่ 5",-0.8275079365079366,"เป็นผู้รับใช้และใช้คน"
"student6","มัธยมศึกษาปีที่ 5",0.7086476190476192,"เป็นผู้กล้าหาญ"
"student6","มัธยมศึกษาปีที่ 5",-0.4319777777777777,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student6","มัธยมศึกษาปีที่ 5",0.808647619047619,"รู้จักรักษาหมู่รักษาคณะ"
"student6","มัธยมศึกษาปีที่ 5",0.8233031746031747,"มีสติปัญญาความรู้"
"student6","มัธยมศึกษาปีที่ 5",0.9505,"รู้จักตรากตรำ"
"student6","มัธยมศึกษาปีที่ 5",0.7596142857142856,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student6","มัธยมศึกษาปีที่ 5",0.816063492063492,"ไม่สำรวยหยิบโหย่ง"
"student45","ประถมศึกษาปีที่ 5",0.7196761904761904,"ศีลธรรม"
"student45","ประถมศึกษาปีที่ 5",0.7702111111111108,"ไม่เหยียดหยาม"
"student45","ประถมศึกษาปีที่ 5",0.8887817460317459,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student45","ประถมศึกษาปีที่ 5",0.32058888888888887,"มีระเบียบ"
"student45","ประถมศึกษาปีที่ 5",0.8701428571428573,"เป็นผู้รับใช้และใช้คน"
"student45","ประถมศึกษาปีที่ 5",0.7795476190476189,"เป็นผู้กล้าหาญ"
"student45","ประถมศึกษาปีที่ 5",0.7835999999999999,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student45","ประถมศึกษาปีที่ 5",0.7647746031746031,"รู้จักรักษาหมู่รักษาคณะ"
"student45","ประถมศึกษาปีที่ 5",0.7880396825396825,"มีสติปัญญาความรู้"
"student45","ประถมศึกษาปีที่ 5",0.9038452380952378,"รู้จักตรากตรำ"
"student45","ประถมศึกษาปีที่ 5",0.5017238095238096,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student45","ประถมศึกษาปีที่ 5",0.8556095238095239,"ไม่สำรวยหยิบโหย่ง"
"student60","มัธยมศึกษาปีที่ 5",-0.4403238095238095,"ศีลธรรม"
"student60","มัธยมศึกษาปีที่ 5",0.8806150793650794,"ไม่เหยียดหยาม"
"student60","มัธยมศึกษาปีที่ 5",0.00484285714285726,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student60","มัธยมศึกษาปีที่ 5",0.8187054520358867,"มีระเบียบ"
"student60","มัธยมศึกษาปีที่ 5",0.20872301587301575,"เป็นผู้รับใช้และใช้คน"
"student60","มัธยมศึกษาปีที่ 5",0.7477365079365079,"เป็นผู้กล้าหาญ"
"student60","มัธยมศึกษาปีที่ 5",0.8621198412698413,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student60","มัธยมศึกษาปีที่ 5",0.514184126984127,"รู้จักรักษาหมู่รักษาคณะ"
"student60","มัธยมศึกษาปีที่ 5",0.917815873015873,"มีสติปัญญาความรู้"
"student60","มัธยมศึกษาปีที่ 5",0.8800698412698412,"รู้จักตรากตรำ"
"student60","มัธยมศึกษาปีที่ 5",0.8663761904761903,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student60","มัธยมศึกษาปีที่ 5",-0.816745238095238,"ไม่สำรวยหยิบโหย่ง"
"student15","มัธยมศึกษาปีที่ 6",0.978,"ศีลธรรม"
"student15","มัธยมศึกษาปีที่ 6",0.8437492063492064,"ไม่เหยียดหยาม"
"student15","มัธยมศึกษาปีที่ 6",-0.793604761904762,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student15","มัธยมศึกษาปีที่ 6",0.8129337535014007,"มีระเบียบ"
"student15","มัธยมศึกษาปีที่ 6",0.961,"เป็นผู้รับใช้และใช้คน"
"student15","มัธยมศึกษาปีที่ 6",0.934023015873016,"เป็นผู้กล้าหาญ"
"student15","มัธยมศึกษาปีที่ 6",0.8913952380952382,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student15","มัธยมศึกษาปีที่ 6",0.7008698412698412,"รู้จักรักษาหมู่รักษาคณะ"
"student15","มัธยมศึกษาปีที่ 6",0.8623976190476189,"มีสติปัญญาความรู้"
"student15","มัธยมศึกษาปีที่ 6",-0.8454158730158728,"รู้จักตรากตรำ"
"student15","มัธยมศึกษาปีที่ 6",0.00898412698412709,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student15","มัธยมศึกษาปีที่ 6",0.9627888888888888,"ไม่สำรวยหยิบโหย่ง"
"student32","มัธยมศึกษาปีที่ 5",0.00775952380952371,"ศีลธรรม"
"student32","มัธยมศึกษาปีที่ 5",0.7154968253968252,"ไม่เหยียดหยาม"
"student32","มัธยมศึกษาปีที่ 5",0.8657388888888891,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student32","มัธยมศึกษาปีที่ 5",0.6606674603174602,"มีระเบียบ"
"student32","มัธยมศึกษาปีที่ 5",0.7256968253968252,"เป็นผู้รับใช้และใช้คน"
"student32","มัธยมศึกษาปีที่ 5",0.7879833333333333,"เป็นผู้กล้าหาญ"
"student32","มัธยมศึกษาปีที่ 5",0.9028507936507936,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student32","มัธยมศึกษาปีที่ 5",-0.9861428571428572,"รู้จักรักษาหมู่รักษาคณะ"
"student32","มัธยมศึกษาปีที่ 5",0.7637873015873016,"มีสติปัญญาความรู้"
"student32","มัธยมศึกษาปีที่ 5",0.8601047619047618,"รู้จักตรากตรำ"
"student32","มัธยมศึกษาปีที่ 5",0.7582277777777777,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student32","มัธยมศึกษาปีที่ 5",0.6655507936507936,"ไม่สำรวยหยิบโหย่ง"
"student42","มัธยมศึกษาปีที่ 5",0.6867698412698412,"ศีลธรรม"
"student42","มัธยมศึกษาปีที่ 5",0.8422000000000001,"ไม่เหยียดหยาม"
"student42","มัธยมศึกษาปีที่ 5",0.883347619047619,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student42","มัธยมศึกษาปีที่ 5",0.7976801587301585,"มีระเบียบ"
"student42","มัธยมศึกษาปีที่ 5",0.7764714285714284,"เป็นผู้รับใช้และใช้คน"
"student42","มัธยมศึกษาปีที่ 5",0.6623460317460316,"เป็นผู้กล้าหาญ"
"student42","มัธยมศึกษาปีที่ 5",0.6778682539682539,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student42","มัธยมศึกษาปีที่ 5",0.6918523809523809,"รู้จักรักษาหมู่รักษาคณะ"
"student42","มัธยมศึกษาปีที่ 5",0.8474841269841269,"มีสติปัญญาความรู้"
"student42","มัธยมศึกษาปีที่ 5",-0.833725396825397,"รู้จักตรากตรำ"
"student42","มัธยมศึกษาปีที่ 5",0.8191150793650793,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student42","มัธยมศึกษาปีที่ 5",0.8725809523809523,"ไม่สำรวยหยิบโหย่ง"
"student50","มัธยมศึกษาปีที่ 5",1,"ศีลธรรม"
"student50","มัธยมศึกษาปีที่ 5",-1,"ไม่เหยียดหยาม"
"student50","มัธยมศึกษาปีที่ 5",0.8644666666666669,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student50","มัธยมศึกษาปีที่ 5",0.8529702075702075,"มีระเบียบ"
"student50","มัธยมศึกษาปีที่ 5",0.9770222222222223,"เป็นผู้รับใช้และใช้คน"
"student50","มัธยมศึกษาปีที่ 5",-0.7731031746031742,"เป็นผู้กล้าหาญ"
"student50","มัธยมศึกษาปีที่ 5",0.8190285714285713,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student50","มัธยมศึกษาปีที่ 5",0.7792888888888888,"รู้จักรักษาหมู่รักษาคณะ"
"student50","มัธยมศึกษาปีที่ 5",-0.7839365079365079,"มีสติปัญญาความรู้"
"student50","มัธยมศึกษาปีที่ 5",0.932384126984127,"รู้จักตรากตรำ"
"student50","มัธยมศึกษาปีที่ 5",0.8310015873015872,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student50","มัธยมศึกษาปีที่ 5",0.8590634920634921,"ไม่สำรวยหยิบโหย่ง"
"student21","มัธยมศึกษาปีที่ 4",-0.6215507936507934,"ศีลธรรม"
"student21","มัธยมศึกษาปีที่ 4",-0.8044841269841271,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student21","มัธยมศึกษาปีที่ 4",0.5848000000000001,"มีระเบียบ"
"student21","มัธยมศึกษาปีที่ 4",-0.7093206349206349,"เป็นผู้รับใช้และใช้คน"
"student21","มัธยมศึกษาปีที่ 4",0.8326587301587298,"มีสติปัญญาความรู้"
"student21","มัธยมศึกษาปีที่ 4",0.9409111111111113,"รู้จักตรากตรำ"
"student21","มัธยมศึกษาปีที่ 4",0.9013253968253968,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student48","มัธยมศึกษาปีที่ 4",0.8915000000000001,"ศีลธรรม"
"student48","มัธยมศึกษาปีที่ 4",0.7814666666666668,"ไม่เหยียดหยาม"
"student48","มัธยมศึกษาปีที่ 4",0.8752555555555557,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student48","มัธยมศึกษาปีที่ 4",0.800792857142857,"มีระเบียบ"
"student48","มัธยมศึกษาปีที่ 4",0.835304761904762,"เป็นผู้รับใช้และใช้คน"
"student48","มัธยมศึกษาปีที่ 4",0.726909523809524,"เป็นผู้กล้าหาญ"
"student48","มัธยมศึกษาปีที่ 4",0.9162333333333336,"กล้าเสียสละเพื่อประโยชน์ส่วนรวม"
"student48","มัธยมศึกษาปีที่ 4",0.749301587301587,"รู้จักรักษาหมู่รักษาคณะ"
"student48","มัธยมศึกษาปีที่ 4",0.8910698412698415,"มีสติปัญญาความรู้"
"student48","มัธยมศึกษาปีที่ 4",0.9184896825396826,"รู้จักตรากตรำ"
"student48","มัธยมศึกษาปีที่ 4",0.8140904761904763,"รักเกียรติ และรักชื่อเสียงวงศ์ตระกูล"
"student48","มัธยมศึกษาปีที่ 4",0.8539555555555556,"ไม่สำรวยหยิบโหย่ง"
"student33","มัธยมศึกษาปีที่ 4",-0.7340444444444444,"ศีลธรรม"
"student33","มัธยมศึกษาปีที่ 4",0.8925404761904762,"ไม่เหยียดหยาม"
"student33","มัธยมศึกษาปีที่ 4",0.8409420634920634,"ไม่ทำตนเป็นคนถือยศศักดิ์"
"student33","มัธยมศึกษาปีที่ 4",-0.04631111111111119,"มีระเบียบ"
