student_id,choose_method,concepts,interpretation,research_score,submit_time,percent_submit,gender,department,learning_performance,cheat_index
286,40,28.57142857142857,37.5,79,169.24140486111241,100,ช,เทคโนโลยีการศึกษา,77.5,0.9779986398190084
287,20,35.714285714285715,37.5,65,161.01099597222276,100,ญ,เทคโนโลยีการศึกษา,91.42857142857143,0.637058035
288,20,35.714285714285715,25,60,176.94176305555635,88.88888888888889,ญ,การศึกษานอกระบบโรงเรียน,67.08333333333333,0.4072357746290327
289,0,7.142857142857142,43.75,56,144.9889776388804,100,ญ,การศึกษานอกระบบโรงเรียน,92.5,0.8481271411023165
290,50,71.42857142857143,75,74,32.73265437498689,100,ช,การศึกษานอกระบบโรงเรียน,82.5,0.7536806197217598
291,30,42.857142857142854,31.25,68,120.0308563888901,100,ญ,การศึกษานอกระบบโรงเรียน,80,0.7154182187036593
292,30,57.14285714285714,37.5,67,172.79612,100,ญ,การศึกษานอกระบบโรงเรียน,75,0.5526475747684144
293,20,28.57142857142857,43.75,69,139.79807444444964,100,ญ,การศึกษานอกระบบโรงเรียน,69.04761904761905,0.4533379508401457
294,0,28.57142857142857,25,66,140.69071388890347,88.88888888888889,ญ,การศึกษานอกระบบโรงเรียน,75.17857142857143,0.8535368982505906
295,30,57.14285714285714,50,65,158.5304854166839,88.88888888888889,ช,การศึกษานอกระบบโรงเรียน,65,0.60564896
296,20,42.857142857142854,18.75,54,176.6921481944455,88.88888888888889,ช,การศึกษานอกระบบโรงเรียน,90.71428571428572,0.9873732467815022
297,60,50,43.75,70,136.54100555555686,88.88888888888889,ญ,การศึกษานอกระบบโรงเรียน,70,0.7220319700949347
298,20,57.14285714285714,68.75,67,137.24015645833478,100,ญ,การศึกษานอกระบบโรงเรียน,70.83333333333333,0.810314032
299,30,42.857142857142854,43.75,62,130.56030277778706,100,ช,การศึกษานอกระบบโรงเรียน,87.5,0.6786894561697462
300,30,28.57142857142857,56.25,83,152.29939277776413,100,ญ,การศึกษานอกระบบโรงเรียน,87.5,0.66135745
301,20,21.428571428571427,25,64,168.07726597219704,88.88888888888889,ญ,การศึกษานอกระบบโรงเรียน,92.5,0.6766564783343368
302,20,28.57142857142857,31.25,61,176.40308027777405,77.77777777777777,ญ,การศึกษานอกระบบโรงเรียน,92.5,0.8262728224818066
303,20,35.714285714285715,25,67,179.0554845833447,88.88888888888889,ญ,การศึกษานอกระบบโรงเรียน,73.33333333333333,0.54842014
304,50,64.28571428571429,50,72,150.80206361110015,100,ญ,การศึกษานอกระบบโรงเรียน,76.25,0.8387991563117942
305,20,42.857142857142854,50,85,181.94484972225297,77.77777777777777,ช,การศึกษานอกระบบโรงเรียน,73.33333333333333,0.7526416371810665
306,40,50,56.25,79,167.6961274999711,88.88888888888889,ช,การศึกษานอกระบบโรงเรียน,73.33333333333333,0.9519270844415635
307,20,42.857142857142854,50,71,116.9347755555643,100,ญ,การศึกษานอกระบบโรงเรียน,67.97619047619048,0.5659805544671682
308,40,64.28571428571429,43.75,63,182.17367569443252,88.88888888888889,ญ,การศึกษานอกระบบโรงเรียน,72.5,0.4626652734512027
309,40,42.857142857142854,62.5,71,149.51892298610673,100,ญ,การศึกษานอกระบบโรงเรียน,64.58333333333333,0.8890656
310,30,50,43.75,71,149.83848791667157,100,ญ,การศึกษานอกระบบโรงเรียน,70.83333333333333,0.6673974109050452
311,10,28.57142857142857,50,64,143.8488270139032,100,ญ,การศึกษานอกระบบโรงเรียน,72.5,0.8444683122267178
312,20,64.28571428571429,81.25,81,180.83804861108462,88.88888888888889,ญ,การศึกษานอกระบบโรงเรียน,83.33333333333333,0.9538167678457594
313,40,64.28571428571429,56.25,68,149.11013486110502,100,ญ,การศึกษานอกระบบโรงเรียน,82.5,0.8813291012978912
314,30,75,55.55555555555556,84,145.92416347222195,100,ญ,การศึกษาปฐมวัย,82.5,1
315,40,58.333333333333336,55.55555555555556,60,128.12002409721413,100,ญ,การศึกษาปฐมวัย,73.75,0.5159800015124711
