"student_id","choose_method","concepts","interpretation","submit_time","percent_submit","learning_performance","cheat_index","outcome","res_item_difficulty","res_item_score"
"student_14",30,33.3333333333333,27.7777777777778,159.438095833328,87.5,81.4285714285714,0.986961567919026,"เครื่องมือและการเก็บข้อมูล","Easy",75
"student_14",30,33.3333333333333,27.7777777777778,159.438095833328,87.5,81.4285714285714,0.986961567919026,"เครื่องมือและการเก็บข้อมูล","Hard",0
"student_14",30,33.3333333333333,27.7777777777778,159.438095833328,87.5,81.4285714285714,0.986961567919026,"เครื่องมือและการเก็บข้อมูล","Moderate",50
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"การออกแบบการวิจัย","Easy",66.66666666666666
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"การออกแบบการวิจัย","Hard",50
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"การออกแบบการวิจัย","Moderate",83.33333333333334
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"มโนทัศน์พื้นฐานการวิจัย","Easy",75
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"มโนทัศน์พื้นฐานการวิจัย","Hard",33.333333333333336
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"มโนทัศน์พื้นฐานการวิจัย","Moderate",0
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"เครื่องมือและการเก็บข้อมูล","Easy",75
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"เครื่องมือและการเก็บข้อมูล","Hard",33.333333333333336
"student_15",50,58.3333333333333,33.3333333333333,111.020036527779,87.5,83.3333333333333,1,"เครื่องมือและการเก็บข้อมูล","Moderate",50
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"การออกแบบการวิจัย","Easy",66.66666666666666
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"การออกแบบการวิจัย","Hard",50
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"การออกแบบการวิจัย","Moderate",33.333333333333336
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"มโนทัศน์พื้นฐานการวิจัย","Easy",100
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"มโนทัศน์พื้นฐานการวิจัย","Hard",33.333333333333336
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"มโนทัศน์พื้นฐานการวิจัย","Moderate",50
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"เครื่องมือและการเก็บข้อมูล","Easy",100
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"เครื่องมือและการเก็บข้อมูล","Hard",0
"student_16",70,50,44.4444444444444,156.529065555533,100,82.5,0.889459871152952,"เครื่องมือและการเก็บข้อมูล","Moderate",33.333333333333336
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"การออกแบบการวิจัย","Easy",66.66666666666666
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"การออกแบบการวิจัย","Hard",50
