student_level,year,province,precipiration_anomaly_mean,precipiration_anomaly_sd,precipiration_anomaly_median,precipiration_anomaly_min,precipiration_anomaly_Q25,precipiration_anomaly_Q75,precipiration_anomaly_max,cmer_risk_mean,cmer_risk_sd,cmer_risk_median,cmer_risk_min,cmer_risk_Q25,cmer_risk_Q75,cmer_risk_max,high_risk_school_mean,high_risk_school_sd
m3,2020,สิงห์บุรี,0.5803566018517818,0.37362229026562055,0.6133133842830856,-1.358806377247871,0.6133133842830856,0.6397493060194255,0.8618110486046805,0.6279285377220568,0.22006511917747348,0.6762966347063961,0.09860901735931991,0.5385545351369923,0.7829102249653223,0.8940215347838462,0.20000000000000004,0.4068381021724862
m3,2020,สุพรรณบุรี,0.10453204053244387,0.9795636564056656,0.6291749373248894,-1.54385782940225,-1.165824148572589,0.8433059033892426,0.98077269641821,0.49151755673504477,0.3062419531941807,0.5769088497202111,0.03133289153971702,0.17120521263733027,0.7759653260348012,0.8983479794150167,0.22222222222222218,0.4186572170818396
m3,2020,สุราษฎร์ธานี,0.1737825804311767,0.5600583029210294,0.1876950443280132,-1.0838727911899355,0.0264359217363399,0.5763030938522097,1.1499625955307853,0.5621493360247294,0.20582643298111478,0.613319554516038,0.008692549556596,0.44265033483998817,0.70294920658201,0.8550019231511384,0.13559322033898302,0.34381604695196777
m3,2020,สุรินทร์,-0.051382022459572546,0.4794275291168377,0.0898821339035556,-2.4532535371323423,0.01586155304180392,0.19033863650164728,0.30930028431517675,0.4821740226967633,0.20685915123548398,0.4838239663997076,0.00847579885993931,0.34785211602602795,0.646458585135024,0.9069585735720443,0.01694915254237291,0.12935524876191698
m3,2020,สุโขทัย,-0.4658177257065225,1.185878607750701,-1.0732984224954,-1.8002862702447469,-1.4909859859295702,0.9186482803378113,1.3403012320324326,0.3888323106611801,0.30155079089384834,0.2628980795665427,0.01279172711994825,0.16589387516097978,0.7213454387707696,0.9379775382815656,0.2063492063492064,0.40793461520397845
m3,2020,หนองคาย,-0.23848405760328462,0.8534630145830411,-0.4546978538650462,-1.6575322928685114,-0.8036520207847331,0.5525107642895037,1.1446754111835171,0.509700199307443,0.25099188630276115,0.47145406237421295,0.01689451058019687,0.31852559408057746,0.75585781384419,0.9422989245140688,0.2121212121212122,0.41194292043554964
m3,2020,หนองบัวลำภู,-1.3628040044372685,0.6222589302605082,-1.4434013268041583,-2.1122301467335576,-1.6258091867849036,-1.2345575450870732,0.2960823234470068,0.23234482248670427,0.19085592438347876,0.16236365696463695,0.00450791858752953,0.11179638195170993,0.3106710163855815,0.8178130178542148,0.012195121951219506,0.11043152607484653
m3,2020,อำนาจเจริญ,-0.9168181011406802,0.665447204583854,-1.223983176392537,-2.339579073666081,-1.3773115224633083,0,0.1612591225916733,0.3499602824356499,0.24747015675914022,0.2642861385177271,0.04366214154933326,0.15564989846618543,0.5517888707432168,0.8693804537844121,0.07692307692307696,0.269069117598525
m3,2020,อุดรธานี,-1.166993429726312,0.6138425269784297,-1.3905294833314783,-1.8769504432801325,-1.533283460707714,-0.9305444451191645,0.5525107642895037,0.28666634879472824,0.19888468039197643,0.251946036032433,0.00133048162602507,0.13977528151647842,0.37632971558853145,0.8734757126440824,0.019230769230769273,0.13766648985981775
m3,2020,อุตรดิตถ์,-1.1933615670479434,0.6302742919629664,-1.3257614750774458,-1.93510947110008,-1.459262879845962,-1.234557545087073,1.8901684041483025,0.2367234136560434,0.2006183831142374,0.19836348632620696,0.00143261252338153,0.10770405036041836,0.3188151866590989,0.942798553404264,0.020833333333333322,0.14433756729740643
m3,2020,อุทัยธานี,-0.03263819568217349,0.9734234665945979,0.35424135126695455,-1.535927052881348,-1.4090346285469164,0.7296314399229811,0.8908905625146544,0.5728502229664969,0.2911410062387261,0.6921685997490936,0.04050336894952701,0.2516678986359767,0.8160960184590142,0.912863108337779,0.3269230769230769,0.47366546671567106
m3,2020,อุบลราชธานี,-0.4019862280998593,0.6094973199877616,0.01057436869453598,-1.4063910363732823,-1.037609928151341,0.0634462121672158,0.5842338703731117,0.485213666199051,0.22249255031768067,0.5327055983956341,0.00233313126180193,0.2814456550927805,0.6784428432896161,0.8638114573501162,0.030303030303030328,0.17174540975015914
